Drug,Well.names,Area
3-Aminobenzamide,D14,532
3-Aminobenzamide,D15,69
3-Aminobenzamide,D13,479
3-Aminobenzamide,D13,333
3-Aminobenzamide,D14,410
3-Aminobenzamide,D14,532
3-Aminobenzamide,D14,417
3-Aminobenzamide,D14,163
3-Aminobenzamide,D14,129
3-Aminobenzamide,D14,493
3-Aminobenzamide,D14,1374
3-Aminobenzamide,D14,1074
3-Aminobenzamide,D14,751
3-Aminobenzamide,D14,306
3-Aminobenzamide,D14,887
3-Aminobenzamide,D13,158
3-Aminobenzamide,D13,267
3-Aminobenzamide,D15,190
3-Aminobenzamide,D15,548
3-Aminobenzamide,D13,75
3-Aminobenzamide,D14,215
3-Aminobenzamide,D14,402
3-Aminobenzamide,D15,199
3-Aminobenzamide,D14,472
3-Aminobenzamide,D15,140
3-Aminobenzamide,D14,88
3-Aminobenzamide,D15,775
3-Aminobenzamide,D13,633
3-Aminobenzamide,D14,1607
3-Aminobenzamide,D15,114
3-Aminobenzamide,D13,137
3-Aminobenzamide,D14,336
3-Aminobenzamide,D13,258
3-Aminobenzamide,D13,300
3-Aminobenzamide,D15,582
3-Aminobenzamide,D13,452
3-Aminobenzamide,D14,364
3-Aminobenzamide,D14,441
3-Aminobenzamide,D13,463
3-Aminobenzamide,D13,280
3-Aminobenzamide,D13,256
3-Aminobenzamide,D14,141
3-Aminobenzamide,D13,495
3-Aminobenzamide,D15,228
3-Aminobenzamide,D13,104
3-Aminobenzamide,D14,337
3-Aminobenzamide,D15,500
3-Aminobenzamide,D14,430
3-Aminobenzamide,D15,418
3-Aminobenzamide,D13,205
3-Aminobenzamide,D14,511
3-Aminobenzamide,D13,67
3-Aminobenzamide,D14,551
3-Aminobenzamide,D15,363
3-Aminobenzamide,D13,234
3-Aminobenzamide,D15,151
3-Aminobenzamide,D15,285
3-Aminobenzamide,D14,140
3-Aminobenzamide,D14,574
3-Aminobenzamide,D15,353
3-Aminobenzamide,D13,394
3-Aminobenzamide,D15,82
3-Aminobenzamide,D13,428
3-Aminobenzamide,D14,419
3-Aminobenzamide,D14,491
3-Aminobenzamide,D13,412
3-Aminobenzamide,D14,269
3-Aminobenzamide,D13,188
3-Aminobenzamide,D13,90
3-Aminobenzamide,D13,373
3-Aminobenzamide,D15,1795
3-Aminobenzamide,D15,242
3-Aminobenzamide,D14,519
3-Aminobenzamide,D14,292
3-Aminobenzamide,D15,141
3-Aminobenzamide,D13,77
3-Aminobenzamide,D15,509
3-Aminobenzamide,D13,212
3-Aminobenzamide,D14,299
3-Aminobenzamide,D14,549
3-Aminobenzamide,D13,209
3-Aminobenzamide,D13,95
3-Aminobenzamide,D13,171
3-Aminobenzamide,D15,813
3-Aminobenzamide,D15,287
3-Aminobenzamide,D14,722
3-Aminobenzamide,D15,94
3-Aminobenzamide,D14,296
3-Aminobenzamide,D14,435
3-Aminobenzamide,D13,275
3-Aminobenzamide,D14,355
3-Aminobenzamide,D14,235
3-Aminobenzamide,D13,336
3-Aminobenzamide,D13,124
3-Aminobenzamide,D13,299
3-Aminobenzamide,D13,112
3-Aminobenzamide,D13,272
3-Aminobenzamide,D14,132
3-Aminobenzamide,D14,430
3-Aminobenzamide,D13,1008
3-Aminobenzamide,D15,945
3-Aminobenzamide,D15,1069
3-Aminobenzamide,D15,648
3-Aminobenzamide,D15,218
3-Aminobenzamide,D13,140
3-Aminobenzamide,D15,506
3-Aminobenzamide,D13,162
3-Aminobenzamide,D14,372
3-Aminobenzamide,D13,267
3-Aminobenzamide,D15,206
3-Aminobenzamide,D14,605
3-Aminobenzamide,D14,335
3-Aminobenzamide,D14,118
3-Aminobenzamide,D13,165
3-Aminobenzamide,D13,214
3-Aminobenzamide,D14,462
3-Aminobenzamide,D13,273
3-Aminobenzamide,D13,223
3-Aminobenzamide,D13,92
3-Aminobenzamide,D13,119
3-Aminobenzamide,D13,300
3-Aminobenzamide,D13,316
3-Aminobenzamide,D13,283
3-Aminobenzamide,D13,447
3-Aminobenzamide,D13,477
3-Aminobenzamide,D15,232
3-Aminobenzamide,D14,83
3-Aminobenzamide,D13,314
3-Aminobenzamide,D13,382
3-Aminobenzamide,D15,397
3-Aminobenzamide,D13,304
3-Aminobenzamide,D13,496
3-Aminobenzamide,D14,325
3-Aminobenzamide,D13,209
3-Aminobenzamide,D15,344
3-Aminobenzamide,D13,117
3-Aminobenzamide,D15,706
3-Aminobenzamide,D15,152
3-Aminobenzamide,D15,307
3-Aminobenzamide,D14,533
3-Aminobenzamide,D15,83
3-Aminobenzamide,D13,305
3-Aminobenzamide,D14,437
3-Aminobenzamide,D15,502
3-Aminobenzamide,D15,207
3-Aminobenzamide,D14,470
3-Aminobenzamide,D13,215
3-Aminobenzamide,D13,213
3-Aminobenzamide,D15,298
3-Aminobenzamide,D13,226
3-Aminobenzamide,D13,173
3-Aminobenzamide,D13,129
3-Aminobenzamide,D15,416
3-Aminobenzamide,D13,394
3-Aminobenzamide,D13,300
3-Aminobenzamide,D13,586
3-Aminobenzamide,D14,713
3-Aminobenzamide,D13,210
3-Aminobenzamide,D13,229
3-Aminobenzamide,D13,370
3-Aminobenzamide,D14,461
3-Aminobenzamide,D13,213
3-Aminobenzamide,D14,491
3-Aminobenzamide,D14,350
3-Aminobenzamide,D14,150
3-Aminobenzamide,D13,173
3-Aminobenzamide,D14,57
3-Aminobenzamide,D15,327
3-Aminobenzamide,D14,237
3-Aminobenzamide,D13,260
3-Aminobenzamide,D14,183
3-Aminobenzamide,D13,239
3-Aminobenzamide,D15,705
3-Aminobenzamide,D13,140
3-Aminobenzamide,D13,308
3-Aminobenzamide,D15,315
3-Aminobenzamide,D13,315
3-Aminobenzamide,D13,53
3-Aminobenzamide,D13,367
3-Aminobenzamide,D15,90
3-Aminobenzamide,D13,226
3-Aminobenzamide,D15,61
3-Aminobenzamide,D15,3519
3-Aminobenzamide,D14,672
3-Aminobenzamide,D13,330
3-Aminobenzamide,D14,245
3-Aminobenzamide,D15,648
3-Aminobenzamide,D13,275
3-Aminobenzamide,D15,664
3-Aminobenzamide,D13,289
3-Aminobenzamide,D14,553
3-Aminobenzamide,D13,86
3-Aminobenzamide,D15,112
3-Aminobenzamide,D14,387
3-Aminobenzamide,D15,316
3-Aminobenzamide,D15,446
3-Aminobenzamide,D13,240
3-Aminobenzamide,D13,766
3-Aminobenzamide,D13,282
3-Aminobenzamide,D13,128
3-Aminobenzamide,D14,337
3-Aminobenzamide,D15,822
3-Aminobenzamide,D13,104
3-Aminobenzamide,D15,70
3-Aminobenzamide,D15,662
3-Aminobenzamide,D15,333
3-Aminobenzamide,D14,451
3-Aminobenzamide,D15,327
3-Aminobenzamide,D15,56
3-Aminobenzamide,D13,1028
3-Aminobenzamide,D15,162
3-Aminobenzamide,D15,288
3-Aminobenzamide,D15,175
3-Aminobenzamide,D14,698
3-Aminobenzamide,D13,305
3-Aminobenzamide,D13,245
3-Aminobenzamide,D14,755
3-Aminobenzamide,D13,198
3-Aminobenzamide,D13,133
3-Aminobenzamide,D14,122
3-Aminobenzamide,D13,246
3-Aminobenzamide,D15,132
3-Aminobenzamide,D14,558
3-Aminobenzamide,D14,299
3-Aminobenzamide,D14,1730
3-Aminobenzamide,D13,247
3-Aminobenzamide,D14,495
3-Aminobenzamide,D14,302
3-Aminobenzamide,D15,821
3-Aminobenzamide,D14,233
3-Aminobenzamide,D15,1391
3-Aminobenzamide,D13,59
3-Aminobenzamide,D13,345
3-Aminobenzamide,D15,234
3-Aminobenzamide,D15,279
3-Aminobenzamide,D13,323
3-Aminobenzamide,D13,183
3-Aminobenzamide,D13,201
3-Aminobenzamide,D14,231
3-Aminobenzamide,D14,500
3-Aminobenzamide,D15,437
3-Aminobenzamide,D14,265
3-Aminobenzamide,D14,732
3-Aminobenzamide,D13,420
3-Aminobenzamide,D14,403
3-Aminobenzamide,D13,238
3-Aminobenzamide,D13,355
3-Aminobenzamide,D14,892
3-Aminobenzamide,D14,395
3-Aminobenzamide,D13,261
3-Aminobenzamide,D15,415
3-Aminobenzamide,D13,233
3-Aminobenzamide,D13,422
3-Aminobenzamide,D14,192
3-Aminobenzamide,D15,349
3-Aminobenzamide,D13,151
3-Aminobenzamide,D13,329
3-Aminobenzamide,D13,204
3-Aminobenzamide,D13,244
3-Aminobenzamide,D15,438
3-Aminobenzamide,D13,163
3-Aminobenzamide,D13,285
3-Aminobenzamide,D14,390
3-Aminobenzamide,D13,462
3-Aminobenzamide,D15,295
3-Aminobenzamide,D13,449
3-Aminobenzamide,D15,363
3-Aminobenzamide,D13,214
3-Aminobenzamide,D15,601
3-Aminobenzamide,D15,742
3-Aminobenzamide,D13,155
3-Aminobenzamide,D14,631
3-Aminobenzamide,D15,674
3-Aminobenzamide,D15,989
3-Aminobenzamide,D13,264
3-Aminobenzamide,D14,149
3-Aminobenzamide,D13,288
3-Aminobenzamide,D13,665
3-Aminobenzamide,D15,975
3-Aminobenzamide,D15,421
3-Aminobenzamide,D13,309
3-Aminobenzamide,D14,172
3-Aminobenzamide,D13,246
3-Aminobenzamide,D15,585
3-Aminobenzamide,D13,153
3-Aminobenzamide,D13,204
3-Aminobenzamide,D14,408
3-Aminobenzamide,D15,433
3-Aminobenzamide,D13,215
3-Aminobenzamide,D15,102
3-Aminobenzamide,D13,102
3-Aminobenzamide,D15,1463
3-Aminobenzamide,D14,469
3-Aminobenzamide,D14,661
3-Aminobenzamide,D14,420
3-Aminobenzamide,D15,880
3-Aminobenzamide,D13,226
3-Aminobenzamide,D14,268
3-Aminobenzamide,D14,69
3-Aminobenzamide,D15,282
3-Aminobenzamide,D14,1250
3-Aminobenzamide,D14,194
3-Aminobenzamide,D13,205
3-Aminobenzamide,D14,354
3-Aminobenzamide,D14,366
3-Aminobenzamide,D15,190
3-Aminobenzamide,D15,616
3-Aminobenzamide,D15,182
3-Aminobenzamide,D13,684
3-Aminobenzamide,D14,284
3-Aminobenzamide,D15,236
3-Aminobenzamide,D13,238
3-Aminobenzamide,D14,378
3-Aminobenzamide,D13,230
3-Aminobenzamide,D13,192
3-Aminobenzamide,D13,204
3-Aminobenzamide,D13,317
3-Aminobenzamide,D14,1186
3-Aminobenzamide,D14,563
3-Aminobenzamide,D15,341
3-Aminobenzamide,D13,293
3-Aminobenzamide,D14,306
3-Aminobenzamide,D13,355
3-Aminobenzamide,D13,326
3-Aminobenzamide,D13,215
3-Aminobenzamide,D13,87
3-Aminobenzamide,D15,546
3-Aminobenzamide,D13,269
3-Aminobenzamide,D15,624
3-Aminobenzamide,D13,223
3-Aminobenzamide,D14,141
3-Aminobenzamide,D13,297
3-Aminobenzamide,D15,2559
3-Aminobenzamide,D15,1202
3-Aminobenzamide,D13,141
3-Aminobenzamide,D14,156
3-Aminobenzamide,D13,178
3-Aminobenzamide,D14,273
3-Aminobenzamide,D13,162
3-Aminobenzamide,D13,297
3-Aminobenzamide,D13,165
3-Aminobenzamide,D13,244
3-Aminobenzamide,D14,268
3-Aminobenzamide,D14,411
3-Aminobenzamide,D15,124
3-Aminobenzamide,D13,278
3-Aminobenzamide,D14,139
3-Aminobenzamide,D13,268
3-Aminobenzamide,D13,236
3-Aminobenzamide,D15,486
3-Aminobenzamide,D13,430
3-Aminobenzamide,D14,455
3-Aminobenzamide,D15,880
3-Aminobenzamide,D13,439
3-Aminobenzamide,D15,1168
3-Aminobenzamide,D15,1215
3-Aminobenzamide,D14,805
3-Aminobenzamide,D15,318
3-Aminobenzamide,D14,230
3-Aminobenzamide,D13,426
3-Aminobenzamide,D15,231
3-Aminobenzamide,D13,239
3-Aminobenzamide,D13,259
3-Aminobenzamide,D13,241
3-Aminobenzamide,D15,216
3-Aminobenzamide,D13,487
3-Aminobenzamide,D14,490
3-Aminobenzamide,D13,199
3-Aminobenzamide,D13,355
3-Aminobenzamide,D13,333
3-Aminobenzamide,D13,468
3-Aminobenzamide,D15,87
3-Aminobenzamide,D14,216
3-Aminobenzamide,D13,274
3-Aminobenzamide,D15,624
3-Aminobenzamide,D15,191
3-Aminobenzamide,D13,184
3-Aminobenzamide,D14,465
3-Aminobenzamide,D13,297
3-Aminobenzamide,D13,360
3-Aminobenzamide,D14,455
3-Aminobenzamide,D13,124
3-Aminobenzamide,D13,398
3-Aminobenzamide,D15,91
3-Aminobenzamide,D14,175
3-Aminobenzamide,D14,504
3-Aminobenzamide,D13,391
3-Aminobenzamide,D14,715
3-Aminobenzamide,D15,235
3-Aminobenzamide,D13,244
3-Aminobenzamide,D15,141
3-Aminobenzamide,D14,203
3-Aminobenzamide,D13,300
3-Aminobenzamide,D14,501
3-Aminobenzamide,D13,229
3-Aminobenzamide,D13,191
3-Aminobenzamide,D14,490
3-Aminobenzamide,D13,92
3-Aminobenzamide,D13,149
3-Aminobenzamide,D13,441
3-Aminobenzamide,D14,350
3-Aminobenzamide,D15,1088
3-Aminobenzamide,D14,337
3-Aminobenzamide,D14,74
3-Aminobenzamide,D15,195
3-Aminobenzamide,D15,150
3-Aminobenzamide,D15,432
3-Aminobenzamide,D14,116
3-Aminobenzamide,D13,184
3-Aminobenzamide,D13,275
3-Aminobenzamide,D13,159
3-Aminobenzamide,D14,468
3-Aminobenzamide,D13,332
3-Aminobenzamide,D15,1115
3-Aminobenzamide,D13,631
3-Aminobenzamide,D14,191
3-Aminobenzamide,D15,284
3-Aminobenzamide,D13,222
3-Aminobenzamide,D13,133
3-Aminobenzamide,D15,812
3-Aminobenzamide,D15,139
3-Aminobenzamide,D13,356
3-Aminobenzamide,D15,476
3-Aminobenzamide,D13,385
3-Aminobenzamide,D15,321
3-Aminobenzamide,D13,81
3-Aminobenzamide,D13,253
3-Aminobenzamide,D14,739
3-Aminobenzamide,D15,690
3-Aminobenzamide,D14,159
3-Aminobenzamide,D15,307
3-Aminobenzamide,D13,110
3-Aminobenzamide,D13,206
3-Aminobenzamide,D13,284
3-Aminobenzamide,D13,291
3-Aminobenzamide,D15,1227
3-Aminobenzamide,D13,391
3-Aminobenzamide,D15,738
3-Aminobenzamide,D14,813
3-Aminobenzamide,D13,231
3-Aminobenzamide,D13,324
3-Aminobenzamide,D15,571
3-Aminobenzamide,D13,134
3-Aminobenzamide,D14,833
3-Aminobenzamide,D13,244
3-Aminobenzamide,D13,295
3-Aminobenzamide,D13,159
3-Aminobenzamide,D13,387
3-Aminobenzamide,D13,180
3-Aminobenzamide,D14,126
3-Aminobenzamide,D13,264
3-Aminobenzamide,D13,423
3-Aminobenzamide,D13,447
3-Aminobenzamide,D13,91
3-Aminobenzamide,D14,409
3-Aminobenzamide,D13,100
3-Aminobenzamide,D15,110
3-Aminobenzamide,D15,412
3-Aminobenzamide,D13,124
3-Aminobenzamide,D13,216
3-Aminobenzamide,D15,834
3-Aminobenzamide,D15,528
3-Aminobenzamide,D15,719
3-Aminobenzamide,D14,290
3-Aminobenzamide,D15,159
3-Aminobenzamide,D13,115
3-Aminobenzamide,D14,455
3-Aminobenzamide,D13,230
3-Aminobenzamide,D13,215
3-Aminobenzamide,D13,389
3-Aminobenzamide,D13,162
3-Aminobenzamide,D15,585
3-Aminobenzamide,D13,287
3-Aminobenzamide,D13,447
3-Aminobenzamide,D13,90
3-Aminobenzamide,D15,332
3-Aminobenzamide,D13,180
3-Aminobenzamide,D13,206
3-Aminobenzamide,D14,261
3-Aminobenzamide,D13,108
3-Aminobenzamide,D13,223
3-Aminobenzamide,D13,147
3-Aminobenzamide,D14,788
3-Aminobenzamide,D13,158
3-Aminobenzamide,D13,112
3-Aminobenzamide,D13,392
3-Aminobenzamide,D13,169
3-Aminobenzamide,D15,538
3-Aminobenzamide,D15,249
3-Aminobenzamide,D13,197
3-Aminobenzamide,D13,117
3-Aminobenzamide,D14,261
3-Aminobenzamide,D14,90
3-Aminobenzamide,D13,113
3-Aminobenzamide,D15,267
3-Aminobenzamide,D14,526
3-Aminobenzamide,D13,160
3-Aminobenzamide,D13,242
3-Aminobenzamide,D14,219
3-Aminobenzamide,D15,175
3-Aminobenzamide,D13,518
3-Aminobenzamide,D13,151
3-Aminobenzamide,D13,294
3-Aminobenzamide,D15,269
3-Aminobenzamide,D15,332
3-Aminobenzamide,D15,462
3-Aminobenzamide,D13,388
3-Aminobenzamide,D15,437
3-Aminobenzamide,D14,62
3-Aminobenzamide,D14,76
3-Aminobenzamide,D13,337
3-Aminobenzamide,D13,296
3-Aminobenzamide,D15,150
3-Aminobenzamide,D13,381
3-Aminobenzamide,D14,348
3-Aminobenzamide,D13,251
3-Aminobenzamide,D14,328
3-Aminobenzamide,D15,625
3-Aminobenzamide,D15,460
3-Aminobenzamide,D14,75
3-Aminobenzamide,D13,126
3-Aminobenzamide,D13,308
3-Aminobenzamide,D14,87
3-Aminobenzamide,D15,180
3-Aminobenzamide,D13,211
3-Aminobenzamide,D14,515
3-Aminobenzamide,D13,291
3-Aminobenzamide,D13,138
3-Aminobenzamide,D15,368
3-Aminobenzamide,D15,246
3-Aminobenzamide,D14,390
3-Aminobenzamide,D14,255
3-Aminobenzamide,D14,255
3-Aminobenzamide,D15,182
3-Aminobenzamide,D15,378
3-Aminobenzamide,D13,415
3-Aminobenzamide,D13,516
3-Aminobenzamide,D13,208
3-Aminobenzamide,D15,293
3-Aminobenzamide,D14,672
3-Aminobenzamide,D15,512
3-Aminobenzamide,D13,176
3-Aminobenzamide,D13,223
3-Aminobenzamide,D14,7193
3-Aminobenzamide,D15,1691
3-Aminobenzamide,D13,342
3-Aminobenzamide,D14,461
3-Aminobenzamide,D13,324
3-Aminobenzamide,D13,142
3-Aminobenzamide,D15,99
3-Aminobenzamide,D13,369
3-Aminobenzamide,D13,210
3-Aminobenzamide,D15,615
3-Aminobenzamide,D14,146
3-Aminobenzamide,D13,472
3-Aminobenzamide,D15,607
3-Aminobenzamide,D14,213
3-Aminobenzamide,D13,293
3-Aminobenzamide,D13,399
3-Aminobenzamide,D13,145
3-Aminobenzamide,D15,194
3-Aminobenzamide,D13,394
3-Aminobenzamide,D13,297
3-Aminobenzamide,D14,552
3-Aminobenzamide,D14,274
3-Aminobenzamide,D14,150
3-Aminobenzamide,D13,245
3-Aminobenzamide,D13,507
3-Aminobenzamide,D13,188
3-Aminobenzamide,D14,61
3-Aminobenzamide,D14,265
3-Aminobenzamide,D13,225
3-Aminobenzamide,D14,229
3-Aminobenzamide,D15,331
3-Aminobenzamide,D13,130
3-Aminobenzamide,D15,533
3-Aminobenzamide,D15,312
3-Aminobenzamide,D13,171
3-Aminobenzamide,D13,484
3-Aminobenzamide,D13,157
3-Aminobenzamide,D13,125
3-Aminobenzamide,D15,360
3-Aminobenzamide,D15,64
3-Aminobenzamide,D13,82
3-Aminobenzamide,D13,350
3-Aminobenzamide,D14,508
3-Aminobenzamide,D14,102
3-Aminobenzamide,D14,936
3-Aminobenzamide,D14,311
3-Aminobenzamide,D14,358
3-Aminobenzamide,D15,277
3-Aminobenzamide,D15,441
3-Aminobenzamide,D13,414
3-Aminobenzamide,D15,300
3-Aminobenzamide,D15,315
3-Aminobenzamide,D13,157
3-Aminobenzamide,D13,181
3-Aminobenzamide,D13,207
3-Aminobenzamide,D13,336
3-Aminobenzamide,D13,75
3-Aminobenzamide,D13,125
3-Aminobenzamide,D13,456
3-Aminobenzamide,D13,723
3-Aminobenzamide,D13,317
3-Aminobenzamide,D14,286
3-Aminobenzamide,D13,207
3-Aminobenzamide,D15,116
3-Aminobenzamide,D13,438
3-Aminobenzamide,D15,125
3-Aminobenzamide,D13,295
3-Aminobenzamide,D13,240
3-Aminobenzamide,D13,297
3-Aminobenzamide,D13,65
3-Aminobenzamide,D13,321
3-Aminobenzamide,D14,524
3-Aminobenzamide,D14,77
3-Aminobenzamide,D15,723
3-Aminobenzamide,D13,339
3-Aminobenzamide,D13,156
3-Aminobenzamide,D13,106
3-Aminobenzamide,D15,1157
3-Aminobenzamide,D14,57
3-Aminobenzamide,D13,243
3-Aminobenzamide,D13,321
3-Aminobenzamide,D14,1226
3-Aminobenzamide,D13,225
3-Aminobenzamide,D13,431
3-Aminobenzamide,D14,879
3-Aminobenzamide,D15,255
3-Aminobenzamide,D15,214
3-Aminobenzamide,D13,140
3-Aminobenzamide,D15,199
3-Aminobenzamide,D14,214
3-Aminobenzamide,D14,324
3-Aminobenzamide,D13,158
3-Aminobenzamide,D13,135
3-Aminobenzamide,D13,174
3-Aminobenzamide,D15,1056
3-Aminobenzamide,D14,208
3-Aminobenzamide,D13,148
3-Aminobenzamide,D15,265
3-Aminobenzamide,D14,440
3-Aminobenzamide,D13,199
3-Aminobenzamide,D13,485
3-Aminobenzamide,D13,113
3-Aminobenzamide,D15,290
3-Aminobenzamide,D13,111
3-Aminobenzamide,D15,532
3-Aminobenzamide,D13,173
3-Aminobenzamide,D15,788
3-Aminobenzamide,D13,268
3-Aminobenzamide,D13,529
3-Aminobenzamide,D14,214
3-Aminobenzamide,D15,123
3-Aminobenzamide,D14,631
3-Aminobenzamide,D15,114
3-Aminobenzamide,D14,307
3-Aminobenzamide,D13,261
3-Aminobenzamide,D15,257
3-Aminobenzamide,D13,509
3-Aminobenzamide,D13,104
3-Aminobenzamide,D13,584
3-Aminobenzamide,D14,167
3-Aminobenzamide,D13,359
3-Aminobenzamide,D13,333
3-Aminobenzamide,D14,97
3-Aminobenzamide,D13,357
3-Aminobenzamide,D13,359
3-Aminobenzamide,D14,330
3-Aminobenzamide,D15,197
3-Aminobenzamide,D13,301
3-Aminobenzamide,D14,353
3-Aminobenzamide,D14,894
3-Aminobenzamide,D13,97
3-Aminobenzamide,D14,397
3-Aminobenzamide,D15,95
3-Aminobenzamide,D15,101
3-Aminobenzamide,D13,265
3-Aminobenzamide,D14,318
3-Aminobenzamide,D13,274
3-Aminobenzamide,D13,414
3-Aminobenzamide,D15,368
3-Aminobenzamide,D14,463
3-Aminobenzamide,D14,226
3-Aminobenzamide,D13,426
3-Aminobenzamide,D13,184
3-Aminobenzamide,D13,553
3-Aminobenzamide,D15,236
3-Aminobenzamide,D14,914
3-Aminobenzamide,D13,282
3-Aminobenzamide,D13,471
3-Aminobenzamide,D13,202
3-Aminobenzamide,D15,220
3-Aminobenzamide,D13,344
3-Aminobenzamide,D14,357
3-Aminobenzamide,D14,410
3-Aminobenzamide,D14,241
3-Aminobenzamide,D14,726
3-Aminobenzamide,D14,378
3-Aminobenzamide,D15,162
3-Aminobenzamide,D15,1750
3-Aminobenzamide,D13,390
3-Aminobenzamide,D13,84
3-Aminobenzamide,D14,124
3-Aminobenzamide,D15,796
3-Aminobenzamide,D13,192
3-Aminobenzamide,D13,703
3-Aminobenzamide,D15,1004
3-Aminobenzamide,D15,245
3-Aminobenzamide,D14,299
3-Aminobenzamide,D13,236
3-Aminobenzamide,D14,878
3-Aminobenzamide,D13,241
3-Aminobenzamide,D13,263
3-Aminobenzamide,D15,635
3-Aminobenzamide,D15,502
3-Aminobenzamide,D14,838
3-Aminobenzamide,D13,140
3-Aminobenzamide,D13,84
3-Aminobenzamide,D15,243
3-Aminobenzamide,D14,354
3-Aminobenzamide,D13,119
3-Aminobenzamide,D15,620
3-Aminobenzamide,D15,198
3-Aminobenzamide,D13,1322
3-Aminobenzamide,D14,262
3-Aminobenzamide,D13,179
3-Aminobenzamide,D15,93
3-Aminobenzamide,D15,287
3-Aminobenzamide,D14,165
3-Aminobenzamide,D14,213
3-Aminobenzamide,D13,403
3-Aminobenzamide,D14,147
3-Aminobenzamide,D13,694
3-Aminobenzamide,D14,706
3-Aminobenzamide,D13,169
3-Aminobenzamide,D14,522
3-Aminobenzamide,D13,455
3-Aminobenzamide,D13,288
3-Aminobenzamide,D15,2652
3-Aminobenzamide,D14,602
3-Aminobenzamide,D14,78
3-Aminobenzamide,D13,185
3-Aminobenzamide,D13,291
3-Aminobenzamide,D13,150
3-Aminobenzamide,D13,314
3-Aminobenzamide,D15,406
3-Aminobenzamide,D14,1267
3-Aminobenzamide,D15,448
3-Aminobenzamide,D14,169
3-Aminobenzamide,D13,502
3-Aminobenzamide,D15,595
3-Aminobenzamide,D15,380
3-Aminobenzamide,D13,389
3-Aminobenzamide,D15,247
3-Aminobenzamide,D15,223
3-Aminobenzamide,D14,337
3-Aminobenzamide,D14,362
3-Aminobenzamide,D14,152
3-Aminobenzamide,D14,738
3-Aminobenzamide,D13,594
3-Aminobenzamide,D13,130
3-Aminobenzamide,D14,153
3-Aminobenzamide,D14,373
3-Aminobenzamide,D14,628
3-Aminobenzamide,D15,98
3-Aminobenzamide,D13,189
3-Aminobenzamide,D13,129
3-Aminobenzamide,D13,324
3-Aminobenzamide,D15,173
3-Aminobenzamide,D15,220
3-Aminobenzamide,D15,470
3-Aminobenzamide,D15,647
3-Aminobenzamide,D13,291
3-Aminobenzamide,D13,266
3-Aminobenzamide,D15,597
3-Aminobenzamide,D13,208
3-Aminobenzamide,D14,104
3-Aminobenzamide,D13,270
3-Aminobenzamide,D14,519
3-Aminobenzamide,D13,149
3-Aminobenzamide,D15,618
3-Aminobenzamide,D13,129
3-Aminobenzamide,D13,121
3-Aminobenzamide,D13,231
3-Aminobenzamide,D15,1737
3-Aminobenzamide,D13,309
3-Aminobenzamide,D14,586
3-Aminobenzamide,D14,336
3-Aminobenzamide,D15,118
3-Aminobenzamide,D15,319
3-Aminobenzamide,D13,423
3-Aminobenzamide,D13,313
3-Aminobenzamide,D13,167
3-Aminobenzamide,D14,1350
3-Aminobenzamide,D15,249
3-Aminobenzamide,D13,275
3-Aminobenzamide,D13,279
3-Aminobenzamide,D13,242
3-Aminobenzamide,D13,286
3-Aminobenzamide,D15,1016
3-Aminobenzamide,D14,341
3-Aminobenzamide,D14,349
3-Aminobenzamide,D13,301
3-Aminobenzamide,D14,431
3-Aminobenzamide,D13,305
3-Aminobenzamide,D14,1831
3-Aminobenzamide,D15,707
3-Aminobenzamide,D13,213
3-Aminobenzamide,D15,204
3-Aminobenzamide,D14,142
3-Aminobenzamide,D13,527
3-Aminobenzamide,D13,289
3-Aminobenzamide,D14,945
3-Aminobenzamide,D15,626
3-Aminobenzamide,D14,301
3-Aminobenzamide,D14,1291
3-Aminobenzamide,D14,286
3-Aminobenzamide,D13,264
3-Aminobenzamide,D13,627
3-Aminobenzamide,D14,255
3-Aminobenzamide,D13,134
3-Aminobenzamide,D14,590
3-Aminobenzamide,D13,326
3-Aminobenzamide,D14,294
3-Aminobenzamide,D13,348
3-Aminobenzamide,D15,220
3-Aminobenzamide,D15,207
3-Aminobenzamide,D14,222
3-Aminobenzamide,D15,100
3-Aminobenzamide,D13,188
3-Aminobenzamide,D13,218
3-Aminobenzamide,D13,447
3-Aminobenzamide,D15,239
3-Aminobenzamide,D13,233
3-Aminobenzamide,D14,100
3-Aminobenzamide,D14,360
3-Aminobenzamide,D14,610
3-Aminobenzamide,D13,351
3-Aminobenzamide,D13,312
3-Aminobenzamide,D13,272
3-Aminobenzamide,D15,91
3-Aminobenzamide,D13,384
3-Aminobenzamide,D15,676
3-Aminobenzamide,D13,213
3-Aminobenzamide,D13,267
3-Aminobenzamide,D13,518
3-Aminobenzamide,D15,193
3-Aminobenzamide,D13,323
3-Aminobenzamide,D13,344
3-Aminobenzamide,D13,187
3-Aminobenzamide,D15,192
3-Aminobenzamide,D14,130
3-Aminobenzamide,D13,550
3-Aminobenzamide,D13,323
3-Aminobenzamide,D15,683
3-Aminobenzamide,D13,827
3-Aminobenzamide,D13,169
3-Aminobenzamide,D14,294
3-Aminobenzamide,D15,128
3-Aminobenzamide,D13,208
3-Aminobenzamide,D15,810
3-Aminobenzamide,D14,316
3-Aminobenzamide,D13,242
3-Aminobenzamide,D13,388
3-Aminobenzamide,D13,376
3-Aminobenzamide,D13,656
3-Aminobenzamide,D15,1697
3-Aminobenzamide,D15,496
3-Aminobenzamide,D13,114
3-Aminobenzamide,D15,178
3-Aminobenzamide,D15,138
